temperature,humidity
31.666666666666668,19.0
32.111111111111114,18.0
32.333333333333336,17.4
32.77777777777778,17.0
32.666666666666664,17.0
32.77777777777778,17.0
32.77777777777778,17.0
32.666666666666664,17.0
32.44444444444444,17.4
32.22222222222222,18.0
32.22222222222222,18.0
32.111111111111114,18.0
32.22222222222222,18.0
32.111111111111114,18.0
31.666666666666668,19.0
31.666666666666668,19.0
31.666666666666668,19.0
31.22222222222222,19.0
31.11111111111111,19.6
31.0,20.0
30.333333333333332,20.6
30.0,21.0
30.0,21.0
29.88888888888889,21.0
29.88888888888889,21.0
30.333333333333332,21.0
30.444444444444443,20.8
30.555555555555557,20.0
30.555555555555557,20.0
30.555555555555557,20.0
30.555555555555557,20.0
30.444444444444443,20.0
30.444444444444443,20.6
30.555555555555557,21.0
30.11111111111111,20.8
29.88888888888889,21.0
29.88888888888889,21.0
29.77777777777778,21.0
29.555555555555557,21.2
29.555555555555557,21.4
29.555555555555557,22.0
29.77777777777778,21.6
29.444444444444443,21.0
29.444444444444443,21.0
29.333333333333332,21.0
29.333333333333332,21.0
29.444444444444443,21.0
29.333333333333332,21.0
29.22222222222222,21.0
29.333333333333332,21.0
29.444444444444443,21.0
29.444444444444443,21.0
29.333333333333332,21.0
29.22222222222222,21.0
29.444444444444443,21.0
29.333333333333332,21.0
29.333333333333332,21.0
29.444444444444443,21.0
29.444444444444443,21.0
29.444444444444443,21.0
29.22222222222222,21.2
29.444444444444443,22.0
29.444444444444443,22.0
29.444444444444443,22.0
29.333333333333332,22.0
29.444444444444443,22.8
29.444444444444443,23.0
29.444444444444443,23.0
29.166666666666668,23.0
29.259444444444448,23.0
29.444444444444443,23.0
29.22222222222222,23.2
29.0,23.0
28.88888888888889,24.0
28.77777777777778,24.0
28.88888888888889,24.0
28.77777777777778,24.0
28.88888888888889,24.0
28.555555555555557,24.0
28.77777777777778,24.0
28.88888888888889,24.0
29.11111111111111,24.0
29.444444444444443,23.6
29.88888888888889,23.0
30.333333333333332,22.8
30.22222222222222,22.0
31.11111111111111,22.0
31.38888888888889,21.5
31.666666666666668,21.0
31.77777777777778,21.0
32.22222222222222,21.0
32.083333333333336,21.0
32.44444444444444,20.0
32.77777777777778,20.0
32.77777777777778,20.0
32.77777777777778,20.0
32.77777777777778,19.6
32.77777777777778,19.0
32.77777777777778,19.0
32.666666666666664,19.0
32.666666666666664,19.4
33.333333333333336,20.2
33.333333333333336,19.2
33.333333333333336,19.0
33.22222222222222,19.0
32.888888888888886,18.0
32.77777777777778,18.0
32.55555555555556,18.4
32.666666666666664,18.8
32.22222222222222,19.0
32.22222222222222,18.8
32.111111111111114,19.2
32.0,19.6
32.111111111111114,20.0
32.22222222222222,20.8
32.111111111111114,21.2
32.22222222222222,21.2
32.22222222222222,22.0
32.111111111111114,22.0
32.111111111111114,22.4
31.88888888888889,22.0
31.666666666666668,22.0
31.555555555555557,22.0
31.444444444444443,22.0
31.555555555555557,22.0
31.666666666666668,22.4
31.22222222222222,22.0
31.666666666666668,22.2
31.666666666666668,22.2
32.111111111111114,22.8
32.111111111111114,22.0
32.22222222222222,20.4
32.22222222222222,20.2
32.22222222222222,19.4
31.555555555555557,19.0
32.111111111111114,19.0
32.22222222222222,18.4
31.666666666666668,18.8
32.22222222222222,18.0
32.22222222222222,18.0
32.22222222222222,18.0
32.22222222222222,17.6
32.22222222222222,17.8
32.22222222222222,17.0
32.22222222222222,17.0
32.333333333333336,17.0
32.77777777777778,18.0
32.77777777777778,18.0
32.77777777777778,17.8
32.22222222222222,17.0
32.22222222222222,17.0
32.111111111111114,18.2
32.0,19.0
31.77777777777778,20.0
31.0,20.4
30.88888888888889,21.0
31.444444444444443,21.0
31.666666666666668,21.4
31.555555555555557,20.4
31.666666666666668,20.0
31.11111111111111,20.0
31.11111111111111,19.4
30.88888888888889,19.6
30.77777777777778,19.0
30.555555555555557,19.4
31.0,20.0
31.0,19.2
30.555555555555557,19.4
30.444444444444443,19.6
30.555555555555557,20.0
30.22222222222222,20.0
30.444444444444443,20.4
30.0,20.0
30.0,20.2
30.0,20.0
30.0,20.2
29.88888888888889,20.0
30.0,20.6
30.0,20.2
30.0,20.0
30.0,19.4
30.0,19.8
30.0,19.0
29.88888888888889,19.0
29.555555555555557,19.0
29.444444444444443,19.4
29.444444444444443,20.0
29.444444444444443,20.0
29.444444444444443,20.0
29.444444444444443,20.0
29.444444444444443,20.0
29.444444444444443,20.0
29.444444444444443,20.0
29.444444444444443,20.0
29.444444444444443,20.0
29.444444444444443,20.0
29.444444444444443,21.0
29.444444444444443,21.0
29.333333333333332,21.0
29.333333333333332,21.6
29.11111111111111,22.0
28.88888888888889,23.0
28.77777777777778,23.0
29.11111111111111,23.0
29.444444444444443,23.0
29.22222222222222,23.0
29.333333333333332,23.0
29.11111111111111,23.0
28.88888888888889,23.0
28.88888888888889,23.6
28.77777777777778,24.0
28.666666666666668,24.0
28.88888888888889,24.0
28.77777777777778,24.2
28.333333333333332,25.0
28.333333333333332,25.0
28.333333333333332,25.0
28.333333333333332,25.0
28.333333333333332,25.0
28.333333333333332,25.0
28.333333333333332,25.0
28.333333333333332,25.0
28.555555555555557,24.8
28.555555555555557,24.6
28.88888888888889,24.8
28.88888888888889,24.8
29.333333333333332,24.0
29.444444444444443,24.0
30.0,23.0
30.11111111111111,23.0
30.555555555555557,23.0
30.77777777777778,22.4
31.11111111111111,22.0
31.0,22.0
31.555555555555557,21.4
31.444444444444443,21.0
31.444444444444443,20.6
31.666666666666668,20.0
31.666666666666668,20.0
32.111111111111114,19.6
32.111111111111114,19.6
32.22222222222222,19.4
32.44444444444444,19.0
32.77777777777778,19.2
32.77777777777778,19.0
32.55555555555556,19.0
32.77777777777778,19.8
32.77777777777778,20.4
32.77777777777778,20.0
32.77777777777778,19.4
32.77777777777778,19.0
32.77777777777778,19.8
32.77777777777778,20.0
32.22222222222222,20.0
32.22222222222222,20.0
32.22222222222222,20.8
32.22222222222222,21.0
32.22222222222222,21.0
32.22222222222222,21.0
31.666666666666668,21.0
32.22222222222222,21.0
32.22222222222222,21.0
32.22222222222222,21.0
32.22222222222222,21.0
32.22222222222222,20.6
31.88888888888889,20.0
31.666666666666668,21.0
31.666666666666668,21.0
31.666666666666668,21.0
31.11111111111111,21.0
32.0,21.0
32.111111111111114,20.2
32.22222222222222,20.0
32.333333333333336,19.4
32.55555555555556,20.4
32.77777777777778,18.6
32.77777777777778,18.2
33.0,17.8
33.0,18.0
33.22222222222222,17.0
33.333333333333336,17.0
33.333333333333336,17.0
33.333333333333336,16.8
33.22222222222222,17.0
33.333333333333336,18.0
33.22222222222222,18.2
33.22222222222222,19.0
32.77777777777778,20.0
32.77777777777778,20.8
32.77777777777778,21.4
32.77777777777778,22.0
32.77777777777778,22.0
32.55555555555556,22.0
31.77777777777778,22.0
30.88888888888889,21.2
31.444444444444443,21.0
31.22222222222222,21.4
31.0,22.2
31.22222222222222,21.8
31.444444444444443,21.0
32.0,21.2
32.22222222222222,21.0
32.22222222222222,21.4
32.111111111111114,22.0
31.77777777777778,22.0
31.555555555555557,22.2
31.666666666666668,23.0
31.555555555555557,23.0
31.22222222222222,23.6
31.11111111111111,23.2
31.11111111111111,23.0
31.11111111111111,23.0
31.0,23.0
31.0,23.0
31.11111111111111,23.0
31.11111111111111,23.0
31.0,23.0
31.11111111111111,23.0
30.88888888888889,23.0
30.555555555555557,23.0
30.555555555555557,23.0
30.555555555555557,23.0
30.11111111111111,24.0
30.0,24.0
30.333333333333332,24.0
30.555555555555557,24.0
30.555555555555557,24.0
30.333333333333332,24.0
30.0,24.0
30.0,24.0
30.0,24.0
30.0,24.0
30.0,24.6
30.0,24.6
29.88888888888889,24.4
